id,question,choices,answerKey
NCEOGA_2013_8_1,Which is the best example of a pure substance?,"{'text': array(['peanuts', 'milk', 'gold', 'air'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
AKDE&ED_2012_4_44,Which tool would best help a person observe the parts of a plant cell?,"{'text': array(['hand lens', 'telescope', 'binoculars', 'microscope'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_188930,The energy stored in the bonds of a glucose molecule during photosynthesis is in what form?,"{'text': array(['chemical', 'electrical', 'kinetic', 'light'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
NCEOGA_2013_8_21,What happens to water molecules during the boiling process?,"{'text': array(['They move faster and move farther apart as they absorb heat.',
       'They move faster and remain close together as they absorb heat.',
       'They move more slowly but move farther apart as they lose heat.',
       'They move faster and move farther apart as they lose heat.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7148330,"Evidence suggests that there is a relationship between ancient dinosaurs and modern birds. Through time, each occurrence of a new trait most likely resulted from which of the following?","{'text': array(['mutation of genes', 'hybridization of species',
       'extinction of populations', 'alteration of the environment'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
AIMS_2008_4_16,Which of the following can cause erosion?,"{'text': array(['falling leaves', 'flowing water', 'growing grass',
       'rising temperatures'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
NYSEDREGENTS_2006_8_41,Living things are classified as producers or consumers according to,"{'text': array(['their speed of movement', 'the size of their communities',
       'how they obtain food', 'how they reproduce'], dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",3
MDSA_2011_5_11,"A hydrologist studies the location, movement, and quality of water. A hydrologist recognizes the importance that water exists as ___.","{'text': array(['a solid, a liquid, and a gas (vapor)', 'a solid and a liquid',
       'a solid and a gas (vapor)', 'a solid only'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7210175,Which of these can be recycled in an attempt to conserve resources?,"{'text': array(['gasoline', 'sunlight', 'aluminum', 'natural gas'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
LEAP__8_10367,This in turn causes the average temperature on Earth to rise. Which of the following observations supports that theory?,"{'text': array(['The summer of 1998 was one of the hottest summer seasons on record.',
       'Carbon dioxide gas from cars and industry is a product of burning that produces heat.',
       ""Carbon dioxide in the upper atmosphere absorbs and re-emits heat radiated from Earth's surface."",
       ""Radiation on Earth's surface is increasing because of a hole in the ozone layers.""],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
VASoL_2008_5_22,Which of these can be mined from Earth and used as an energy source?,"{'text': array(['Coal', 'Gravel', 'Granite', 'Limestone'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_SC_401204,Which tool is used to determine how long it takes warm water to melt an ice cube?,"{'text': array(['a scale', 'a stopwatch', 'a calculator', 'a thermometer'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_406628,Two scientists doing the same experiment got different results. Which would be the best way to figure out which result might be correct?,"{'text': array(['A group of scientists should argue about the results.',
       'The two scientists should do different experiments.',
       'More scientists should do the experiment.',
       'A group of scientists should vote.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7211523,A lipid bilayer allows certain molecules to pass through and blocks other molecules. Which structure is most often protected by a lipid bilayer?,"{'text': array(['cell', 'organ', 'tissue', 'system'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
TIMSS_2003_8_pg41,Traits are transferred from generation to generation through the,"{'text': array(['sperm only', 'egg only', 'sperm and the egg', 'testes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
MSA_2015_8_1,Many scientists theorize that global warming will melt the polar ice caps. What would most likely happen if the polar ice caps melted?,"{'text': array(['Ocean levels would increase.', 'Human population would increase.',
       'Vegetation in water would decrease.',
       'Global precipitation would decrease.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
MCAS_2007_8_5159,Which of the following groups of organisms uses sunlight to convert carbon dioxide and water into sugar and oxygen?,"{'text': array(['carnivores', 'decomposers', 'herbivores', 'producers'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
MCAS_2002_8_6,What is the first step in designing a product?,"{'text': array(['model a solution', 'communicate the solution',
       'identify the need or want', 'build a prototype'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_SC_401224,Solids that are combined together and maintain their physical properties are best labeled as a,"{'text': array(['solute.', 'mixture.', 'solvent.', 'compound.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_176925,"A group of vertebrates has lungs, a body covered with scales, internal fertilization, and amniotic eggs. Which group of vertebrates does this describe?","{'text': array(['amphibians', 'birds', 'mammals', 'reptiles'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7058048,"The brain, spinal cord, and nerves are organs that perform which primary function?","{'text': array(['supporting the body and enabling it to move',
       'transporting oxygen, wastes, and nutrients throughout the body',
       'producing male and female gametes',
       'conducting messages to coordinate body functions'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
MDSA_2010_8_34,Mammals must eliminate waste products that their bodies produce. Which organ helps mammals eliminate bodily waste?,"{'text': array(['appendix', 'kidney', 'pancreas', 'stomach'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
NCEOGA_2013_5_7,A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot?,"{'text': array(['combustion', 'convection', 'radiation', 'conduction'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
MCAS_2004_8_4,"In making a pizza, which process involves a chemical change?","{'text': array(['mixing spices for the sauce', 'slicing pepperoni for the topping',
       'spreading cheese on the pizza',
       'baking the dough to form the crust'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
NYSEDREGENTS_2004_4_7,"Base your answers on the information below. One hot, summer day it rained very heavily. After the rain, a plastic pan on a picnic table had 2 cm of rainwater in it. Four hours later, all the rainwater in the pan was gone. Which process caused the rainwater in the pan to disappear as it sat outside in the hot air?","{'text': array(['condensation', 'evaporation', 'precipitation', 'erosion'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
NYSEDREGENTS_2009_8_5,Which process must occur for clouds to form?,"{'text': array(['erosion', 'conduction', 'condensation', 'precipitation'],
      dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",3
Mercury_7283798,"In 1918, an outbreak of influenza infected 500,000 people all over the world. Tens of millions of those infected died. In 1994, an outbreak of pneumonic plague spread quickly through the city of Surat in India, killing 52 people. Which statement best describes the two events?","{'text': array(['Both outbreaks were pandemics.', 'Both outbreaks were epidemics.',
       'The influenza outbreak was a pandemic. The plague outbreak was an epidemic.',
       'The influenza outbreak was an epidemic. The plague outbreak was a pandemic.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7030818,"On the periodic table, the elements in group 18 (8A) (helium, neon, argon, etc.) are grouped together because","{'text': array(['they are lighter than air.',
       'they have full outer electron shells.',
       'they have excess electrons to share.',
       'they easily react with other elements.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
MCAS_2001_5_16,Which of the following is a consumer?,"{'text': array(['grain', 'rabbit', 'vegetable', 'tree'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
NAEP_2009_4_S11+5,Which statement explains why light from the Sun can warm up water in a glass?,"{'text': array(['Light travels very fast.', 'Light travels in straight lines.',
       'Water reflects light energy.', 'Water absorbs light energy.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_401338,Which characteristic is an example of learned behavior?,"{'text': array(['a bear hibernating in the winter',
       'a spider spinning a web in a tree',
       'a butterfly migrating to the south',
       'a dog scratching at a door to go out'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_405468,Which of these is a negative effect associated with some types of new technology?,"{'text': array(['increased worker productivity',
       'faster diagnosis of medical problems',
       'less time required to find information',
       'decreased physical activity'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
NYSEDREGENTS_2011_4_26,What is the main source of energy for the water cycle?,"{'text': array(['electricity', 'erosion', 'gravity', 'sunlight'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
OHAT_2007_5_9,Sharpening a pencil and tearing paper are examples of physical changes. Which statement describes why these are physical changes?,"{'text': array(['There is a change in how the objects are used.',
       'There is a change in the appearance of the objects.',
       'There is a change in the materials from which the objects are made.',
       'There is a change in both the appearance of the objects and the materials from which they are made.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7004900,"Air in the atmosphere is heated unevenly by the sun, causing","{'text': array(['wind patterns.', 'cloud formation.', 'volcanic activity.',
       'water condensation.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
NYSEDREGENTS_2011_4_8,Which sense is used to determine an object's texture?,"{'text': array(['hearing', 'smell', 'taste', 'touch'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
NYSEDREGENTS_2007_8_13,Which statement describes a method of sexual reproduction that occurs in plants?,"{'text': array(['Stem cuttings are placed in water and grow roots.',
       'Seeds are produced from the flower of the plant.',
       'Underground stems from a plant grow into new plants.',
       'A leaf falls to the soil, develops roots, and grows.'],
      dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",2
Mercury_SC_404979,Campers shouted toward a canyon wall. What characteristic of sound best explains why the campers heard an echo?,"{'text': array(['Sound waves traveled slowly down the canyon.',
       'Sound waves were absorbed by the canyon wall.',
       'Sound waves reflected off the canyon wall.',
       'Sound waves were refracted around the canyon.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_192133,A recent scientific study funded by a medical corporation concluded that its product is not as harmful as consumers have reported. Identify a possible problem with this study.,"{'text': array(['Corporate scientists have less training than other scientists.',
       'The results of the study may be influenced by bias.',
       'Privately funded science is not verified by other scientists.',
       'The study cannot be repeated with the same results.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7128275,Nerve cells transmitting messages to the body best demonstrate which primary function?,"{'text': array(['the transfer of energy', 'the exchange of gases',
       'the elimination of waste', 'the absorption of nutrients'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_416545,A drinking water reservoir for a small town develops a blue-green algae bloom. The town hires a company to eliminate the problem. Which of the following should the company investigate first as a likely source of the problem?,"{'text': array(['a pit where granite is ground up into gravel',
       'a neighborhood where lawn chemicals are used',
       'a junkyard where old cars are salvaged for parts',
       'a grain elevator where corn and soybeans are stored'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_416105,What travels through the stem of a plant?,"{'text': array(['water and food', 'food and nectar', 'nectar and soil',
       'soil and water'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_406813,Which of these is an inherited behavior?,"{'text': array(['a seal balancing a ball', 'a dog getting the newspaper',
       'a spider spinning a web', 'an ape using sign language'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7181615,"In 1987, a supernova was detected in the Large Magellanic Cloud galaxy, which is approximately 169,000 light years from Earth. Which event produces a supernova?","{'text': array(['the explosion of a massive star',
       'the birth of a main-sequence star',
       'the collapse of a medium-sized star',
       'the collision of one star with another'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
NYSEDREGENTS_2005_8_33,Extinction of a species is most likely to occur as a result of,"{'text': array(['evolution', 'migration', 'selective breeding',
       'environmental changes'], dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",4
Mercury_SC_401144,"When water vapor rises and cools, the liquid water in the air comes together forming","{'text': array(['wind.', 'clouds.', 'lightning.', 'tornadoes.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_175665,Which of the following allows materials to enter and leave a cell?,"{'text': array(['cell wall', 'mitochondria', 'vacuole', 'cell membrane'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7200480,"Sandy and Keith plan to move a 6-kilogram block. If they wanted to calculate the mechanical energy required to move the block, what units would they use to report their answer?","{'text': array(['joules', 'kilowatts', 'kilometers', 'volts'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7271390,DNA stores the genetic instructions transferred from one generation to the next. What is DNA?,"{'text': array(['a molecule', 'a membrane', 'a cell nucleus',
       'a spiral-shaped cell'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
ACTAAP_2010_5_4,Which list is correctly ordered from smallest to largest?,"{'text': array(['Biosphere, organism, ecosystem, population',
       'Community, organism, ecosystem, biosphere',
       'Organism, population, community, ecosystem',
       'Population, ecosystem, community, biosphere'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
MCAS_2007_5_4781,Which of the following has the greatest effect on the ability of soil to hold water?,"{'text': array(['the age of the soil particles', 'the size of the soil particles',
       'the color of the soil particles',
       'the luster of the soil particles'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_417165,The Water Quality Act of 1987 required the development of standards that would prevent toxic pollutants from reaching dangerous levels in bodies of water. This act affected the amounts of toxic chemicals that could be discharged into bodies of water. Which of the following would have been most regulated by this act?,"{'text': array(['feed lots', 'private homes', 'paper mills', 'grocery stores'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_SC_401776,Which element is necessary for the formation of coal?,"{'text': array(['crushed rocks', 'flowing water', 'dead animals',
       'decaying vegetation'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7107485,Some ancient Greeks tried to discover the laws of the universe through thought and logic. Which part of the scientific process were these scientists missing?,"{'text': array(['analysis', 'experiment', 'conclusion', 'observation'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
NCEOGA_2013_5_31,Which best describes a characteristic of the jet stream?,"{'text': array(['It forms a boundary between a cold air mass and a warm air mass.',
       'It creates the high winds around the eye of a hurricane.',
       'It forces the hot air along the equator to rise to areas in North America.',
       'It causes high pressure air masses to rotate clockwise.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
MCAS_2003_8_32,"Single-celled organisms can reproduce and create cells exactly like themselves without combining genes from two different parent cells. When they do this, they use a type of","{'text': array(['asexual reproduction.', 'gamete formation.', 'natural selection.',
       'sexual reproduction.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7100730,Most stars are similar to each other in,"{'text': array(['brightness.', 'composition.', 'diameter.', 'temperature.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
TIMSS_1995_8_L2,Which BEST explains why green marine algae are most often restricted to the top 100 meters of the ocean?,"{'text': array(['They have no roots to anchor them to the ocean floor.',
       'They can live only where there is light.',
       'The pressure is too great for them to survive below 100 meters.',
       'If the algae lived below 100 meters they would be eaten by animals.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7214533,Which of these locations in the solar system contains the most asteroids?,"{'text': array(['the surface of the Sun', 'the ring system of Saturn',
       'between Mars and Jupiter', 'between Mercury and Venus'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7239488,The body is able to detect pressure on its surface by which direct means?,"{'text': array(['releasing of hormones in skin',
       'changing in volume of fat and muscle cells',
       'signaling by sensory neurons',
       'changing of voltage in interneurons'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7068968,Which of these is an organism that is unicellular?,"{'text': array(['virus', 'amoeba', 'mushroom', 'ant'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_407568,"Mark wants to make lemonade for his friends. He uses water, lemon juice, and sugar. Which of these best describes the lemonade?","{'text': array(['a mixture', 'a metal', 'an element', 'a compound'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
MCAS_2009_5_6521,"Sandra puts some pill bugs into an open box. She covers half the box with a piece of cardboard. She then places the box outside on a summer day, and all the pill bugs move under the cardboard. The pill bugs are most likely responding to which of the following?","{'text': array(['air pressure', 'bright light', 'wind', 'fog'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
MCAS_2013_5_29394,"During science class, students combined 1 kg of iron filings with 1 kg of sand to create a mixture. Which of the following methods would be best for separating the iron filings from the sand?","{'text': array(['Stir the mixture into hot water to dissolve the sand.',
       'Strain the mixture through a paper filter to collect the sand.',
       'Drag a magnet through the mixture to attract the iron filings.',
       'Shake the mixture to cause the iron filings to settle to the bottom.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
MCAS_2003_8_9,Which is the thickest layer of Earth?,"{'text': array(['crust', 'inner core', 'mantle', 'outer core'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
AIMS_2009_4_9,Wind can cause erosion that changes the surface of the Earth. Wind erosion can have negative effects on the environment by removing soil and polluting the air during dust storms. Which of the following land forms are created by wind erosion?,"{'text': array(['arches and faults', 'sand dunes and arches',
       'meanders and moraines', 'moraines and sand dunes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7081498,Deer eat different types of plants in an ecosystem. Which method would best show the percentages of the plant types in the deer diet?,"{'text': array(['pie chart', 'bar graph', 'line graph', 'scatterplot'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_SC_401724,How does a human body get energy?,"{'text': array(['Sunlight on the skin produces energy.',
       'Water provides the majority of energy.',
       'Food and oxygen combine to deliver energy.',
       'Sleep provides energy stored at night for the next day.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
NYSEDREGENTS_2007_4_24,Some birds fly south before winter each year. This is an example of,"{'text': array(['migration', 'hibernation', 'germination', 'evaporation'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7213658,"Which system supports the body, protects internal organs, and makes blood cells?","{'text': array(['muscular system', 'circulatory system', 'nervous system',
       'skeletal system'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7007735,The smallest particle of an element is,"{'text': array(['an atom.', 'a mixture.', 'a molecule.', 'a compound.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_SC_LBS11002,A student is writing a report on volcanoes. What should the student include to best help explain how a volcano works?,"{'text': array(['a photograph of an active volcano',
       'a map showing the location of a volcano',
       'a table of famous volcanoes and last known eruptions',
       'a diagram showing the structure of a volcano'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
NYSEDREGENTS_2007_8_33,"Base your answer on the information below and on your knowledge of science. A baseball strikes the roof of a car and dents it. The paint on the roof begins to crack and chip, exposing the metal. The exposed metal on the roof rusts, eventually causing a small hole in the roof. Which event is a chemical change?","{'text': array(['The baseball strikes the roof.', 'The roof of the car dents.',
       'The paint cracks and chips.', 'The exposed metal rusts.'],
      dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",4
NYSEDREGENTS_2005_8_15,Which energy resource is renewable?,"{'text': array(['fuel oil', 'natural gas', 'wind', 'coal'], dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",3
Mercury_7017150,Which energy conversion process occurs whenever coal is burned?,"{'text': array(['mechanical to electrical', 'mechanical to thermal',
       'chemical to electrical', 'chemical to thermal'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_SC_410899,Claudia's teacher places a photograph of an organism on the board. He asks Claudia to determine if the organism is a plant or an animal. The answer to which question will best help Claudia determine if the organism is a plant or an animal?,"{'text': array(['Does the organism have cells?', 'Does the organism reproduce?',
       'Does the organism live in the forest?',
       'Does the organism make its own food?'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_SC_401680,"Based on analysis of deep ice cores from the Arctic, scientists theorize that early humans caused air pollution. These scientists can make sure their data is correct by","{'text': array(['analyzing only melted ice cores.',
       'analyzing more than one ice core.',
       'comparing their data to the expected results.',
       'comparing their data to modern pollution levels.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7115378,"When a volcano erupts, dust and ash are blown into the atmosphere. The eruption directly reduces the transfer of energy from","{'text': array(['the ground to bacteria.', 'the Sun to plants.',
       'plants to animals.', 'animals to air.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_415467,Which change would most likely cause deer to die or leave a woodland?,"{'text': array(['a forest fire', 'a rainstorm', 'a snow storm', 'a sinkhole'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7084525,A student observes a glowing band across the night sky. This glowing band is most likely,"{'text': array(['orbiting planets in the solar system.',
       'a partial view of the Milky Way galaxy.',
       'an asteroid orbiting the Sun.',
       'light from stars in a distant galaxy.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
MCAS_2007_8_5188,What is the smallest unit of an element that still has the properties of that element?,"{'text': array(['an atom', 'a compound', 'an electron', 'a molecule'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
NYSEDREGENTS_2009_8_2,The longitude of a location determines which time zone it is in. Different time zones are the result of,"{'text': array([""Earth's rotation"", ""Earth's revolution"", ""the Moon's rotation"",
       ""the Moon's revolution""], dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",1
Mercury_7085505,"Which of these structures form when materials are deposited, buried, and cemented?","{'text': array(['intrusive structures', 'metamorphic rocks', 'volcanic mountains',
       'sedimentary rocks'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_403913,Earth is made of different layers that have varying characteristics. Which is the thickest layer?,"{'text': array(['the mantle', 'the inner core', 'the outer core', 'the crust'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
NCEOGA_2013_5_40,Which are examples of inherited traits?,"{'text': array(['specific beliefs', 'fingerprints', 'memories', 'nose shape'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7135730,"An object has a weight of 10 kg on the surface of Earth. If the same object were transported to the surface of Mars, the object would have a weight of 3.8 kg. Which best explains why the weight of the object changed when transported from Earth to Mars?","{'text': array(['The density of the object is greater on Earth than it is on Mars.',
       'The volume of the object is greater on Earth than it is on Mars.',
       'Gravitational force is greater on Earth than it is on Mars.',
       'Atmospheric pressure is less on Earth than it is on Mars.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
NYSEDREGENTS_2009_4_23,Which characteristic can a puppy inherit from its parents?,"{'text': array(['muddy paws', 'spotted fur', 'broken foot', 'scar on face'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_185045,"According to Darwin's theory of evolution, the variations among finches that he observed in the Galapagos Islands resulted from","{'text': array(['transmission of acquired characteristics.',
       'use or disuse of their beaks.', 'natural mutagens.',
       'natural selection.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
ACTAAP_2010_5_16,"Jennifer has collected rocks while hiking. As she attempts to classify her rocks, which will she put in the pile of sedimentary rocks?","{'text': array(['Black-and-gray crystalline rocks',
       'Shiny rocks with smooth textures',
       'Rocks with visible pieces of shells in them',
       'Rocks with small interlocking crystals in them'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
NYSEDREGENTS_2011_4_10,Which form of energy is found in food?,"{'text': array(['chemical', 'electrical', 'sound', 'mechanical'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7181598,The Sun is a medium-sized star and is expected to continue to perform nuclear fusion for five billion years. What is most likely to be the final stage of the Sun?,"{'text': array(['supernova', 'supergiant', 'neutron star', 'white dwarf'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7012898,Which statement is the best description of the Milky Way galaxy?,"{'text': array(['a collection of gases held together by inertia',
       'a group of planets revolving around a single star',
       'a collection of stars and gases with the Sun as its center',
       'a group of stars, dust, and planets held together by gravity'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7252280,"When specific hormones are present in the blood of a hen, an egg is released from an ovary. Which two systems are involved with the release of an egg?","{'text': array(['immune and digestive systems', 'digestive and endocrine systems',
       'reproductive and immune systems',
       'endocrine and reproductive systems'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7097615,Fossil records indicate that Earth was first inhabited by bacteria-like organisms. These organisms,"{'text': array(['were single-celled.', 'had organ systems.',
       'were multi-cellular.', 'had small appendages.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7109673,Onions can reproduce from bulbs. One parent bulb generates daughter bulbs with duplicate genetic information. Which is the most likely advantage of this kind of reproduction?,"{'text': array(['Population size remains constant.',
       'Beneficial mutations are inevitable.',
       'Genetic variation is maximized.',
       'Large quantities of individuals can be produced rapidly.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_414370,Which action involving a pulley system requires the least amount of force?,"{'text': array(['using several pulleys together instead of a single pulley',
       'using a fixed pulley instead of a moveable pulley',
       'pulling a long rope instead of a short rope',
       'pulling a rope up instead of down'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
NYSEDREGENTS_2004_4_13,In which environment would a white rabbit be best protected from predators?,"{'text': array(['a shady forest', 'a snowy field', 'a grassy lawn',
       'a muddy riverbank'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
NYSEDREGENTS_2004_4_4,Which form of energy is needed to change water from a liquid to a gas?,"{'text': array(['heat', 'mechanical', 'chemical', 'sound'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
VASoL_2011_5_15,Which of these is a function of a leaf?,"{'text': array(['Carrying nutrients throughout the plant',
       'Converting solar energy into sugar',
       'Creating shade for the plant', 'Absorbing water from the ground'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7216458,Which of these is most likely to be spread when two people drink from the same water bottle?,"{'text': array(['asthma', 'malaria', 'strep throat', 'hay fever'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
NYSEDREGENTS_2011_8_9,The sum of all chemical reactions in the human body is known as,"{'text': array(['feedback', 'metabolism', 'dynamic equilibrium',
       'biological adaptation'], dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",2
MCAS_2006_9_23-v1,The water contained in a geyser system gains energy from the underground material surrounding it. The water molecules gain kinetic energy and this results in an increase in the pressure of the water. Eventually the geyser erupts and expels water into the air above ground. Which of the following types of energy is the source for the initial energy gain of the water?,"{'text': array(['electrical', 'magnetic', 'mechanical', 'thermal'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
